train_type,coach_no,seat_no,service_class,is_window,is_aisle,is_table,is_forward_msk_spb,is_service,is_free_seating,is_small_pet,is_animal,is_mgn,is_unaccompanied_minor,is_mother_child
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,3,1С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,4,1С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,5,1С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,6,1С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,7,1С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,8,1С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,9,1С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,10,1С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,11,1С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,12,1С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,13,1С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,14,1С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,15,1С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,16,1С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,17,1С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,18,1С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,19,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,20,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,21,1С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,22,1С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,23,1С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,24,1С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,25,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,26,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,27,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,28,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,29,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,30,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,31,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,32,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,33,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,34,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,35,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,36,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,37,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,38,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,39,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,40,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,41,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,42,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,43,1С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,44,1С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,45,1Ж,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,47,1Ж,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,49,1Ж,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,2,51,1Ж,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,1,2С,1,0,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,2,2С,0,1,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,3,2С,1,0,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,4,2С,0,1,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,5,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,6,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,7,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,8,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,9,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,10,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,11,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,12,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,13,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,14,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,15,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,16,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,17,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,18,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,19,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,20,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,21,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,22,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,23,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,24,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,25,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,26,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,27,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,28,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,29,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,30,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,31,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,32,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,33,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,34,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,35,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,36,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,37,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,38,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,39,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,40,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,41,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,42,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,43,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,44,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,45,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,46,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,47,2С,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,48,2С,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,49,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,50,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,51,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,52,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,53,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,54,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,55,2С,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,56,2С,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,57,2С,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,58,2С,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,59,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,60,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,61,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,62,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,63,2С,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,64,2С,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,65,2С,1,0,0,0,1,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,3,66,2С,0,1,0,0,1,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,1,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,2,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,3,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,4,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,5,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,6,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,7,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,8,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,9,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,10,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,11,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,12,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,13,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,14,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,15,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,16,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,17,2Р,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,18,2Р,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,19,2Р,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,20,2Р,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,21,2Р,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,22,2Р,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,23,2Р,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,24,2Р,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,25,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,26,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,27,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,28,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,29,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,30,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,31,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,32,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,33,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,34,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,35,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,36,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,37,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,38,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,39,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,40,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,41,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,42,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,43,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,44,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,45,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,46,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,47,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,48,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,49,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,50,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,51,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,52,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,53,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,54,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,55,2Р,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,56,2Р,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,57,2Р,1,0,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,58,2Р,0,1,1,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,59,2Р,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,60,2Р,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,61,2Р,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,62,2Р,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,63,2Р,1,0,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,64,2Р,0,1,1,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,65,2Р,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,4,66,2Р,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,1,2Е,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,2,2Е,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,3,2Е,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,4,2Е,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,5,2Е,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,6,2Е,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,7,2Е,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,8,2Е,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,9,2Е,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,10,2Е,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,11,2Е,1,0,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,12,2Е,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,13,2Е,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,14,2Е,0,1,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,15,2Е,1,0,0,0,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,16,2Е,0,1,0,1,0,0,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,17,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,18,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,19,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,20,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,21,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,22,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,23,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,24,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,25,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,26,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,27,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,28,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,29,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,30,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,31,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,32,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,33,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,34,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,35,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,36,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,37,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,38,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,39,2Е,1,0,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,5,40,2Е,0,1,0,,0,1,0,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,6,1,2С,1,0,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,6,2,2С,0,1,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,6,3,2С,1,0,0,1,0,0,1,0,0,0,0
SAPSAN_TYPE3_UPDATED_ECONPLUS,6,4,2С,0,1,0,1,0,0,1,0,0,0,0
